Ping Time Edge,Ping Time Cloud,Task Time Edge,Task Time Cloud
0.18116164207458496,0.21315836906433105,0.2970001697540283,0.1270003318786621
0.21393203735351562,0.01699972152709961,0.21130967140197754,0.042310476303100586
0.2316892147064209,0.033013105392456055,0.23058009147644043,0.057582855224609375
0.24308228492736816,0.0550847053527832,0.2198622226715088,0.06786179542541504
0.2579967975616455,0.05999875068664551,0.2726786136627197,0.09016633033752441
0.2220005989074707,0.08299946784973145,0.2759737968444824,0.10194563865661621
0.29400062561035156,0.09200215339660645,0.21906185150146484,0.12206006050109863
0.29694509506225586,0.11188316345214844,0.3050682544708252,0.13406825065612793
0.26738572120666504,0.1283860206604004,0.22600245475769043,0.054003000259399414
0.16538095474243164,0.011998176574707031,0.15954947471618652,0.06903243064880371
0.3494136333465576,0.15541458129882812,0.18717193603515625,0.07465600967407227
0.31120967864990234,0.16721153259277344,0.26799845695495605,0.09399986267089844
0.1789991855621338,0.014000177383422852,0.21656489372253418,0.10504579544067383
0.19499969482421875,0.014001131057739258,0.305269718170166,0.13075852394104004
0.16001415252685547,0.02299809455871582,0.22502660751342773,0.03699946403503418
0.23614096641540527,0.0351412296295166,0.18799924850463867,0.0579986572265625
0.24808287620544434,0.05013251304626465,0.25328946113586426,0.07828974723815918
0.20400023460388184,0.0690004825592041,0.27469897270202637,0.10069847106933594
0.28366589546203613,0.08400106430053711,0.23578214645385742,0.11678218841552734
0.19908547401428223,0.01399850845336914,0.27410125732421875,0.135575532913208
0.25225186347961426,0.11925125122070312,0.3312859535217285,0.15866804122924805
0.33098578453063965,0.1309828758239746,0.2179718017578125,0.07296991348266602
0.1589968204498291,0.021996736526489258,0.18775343894958496,0.08375215530395508
0.20906424522399902,0.06606388092041016,0.31427836418151855,0.2002866268157959
0.2749977111816406,0.12800097465515137,0.17320895195007324,0.06720781326293945
0.34258437156677246,0.19473958015441895,0.40494775772094727,0.22594738006591797
0.3240959644317627,0.13107919692993164,0.4118072986602783,0.23729300498962402
0.09898185729980469,0.030983924865722656,0.1779935359954834,0.039997100830078125
0.24151611328125,0.04600048065185547,0.23299765586853027,0.0599970817565918
0.20712828636169434,0.06694722175598145,0.14351558685302734,0.04451608657836914
0.1719188690185547,0.015918254852294922,0.20426058769226074,0.09425950050354004
0.29739880561828613,0.09439826011657715,0.21600055694580078,0.1100006103515625
0.31565117835998535,0.12613272666931152,0.29599833488464355,0.12499809265136719
0.33412742614746094,0.1350550651550293,0.26576781272888184,0.13194894790649414
0.2452380657196045,0.04723715782165527,0.21599888801574707,0.041998863220214844
0.3009622097015381,0.1659557819366455,0.3291904926300049,0.15416502952575684
0.3835928440093994,0.1830763816833496,0.3104841709136963,0.16548466682434082
0.2368173599243164,0.1098175048828125,0.2984132766723633,0.17819690704345703
0.34600067138671875,0.20399999618530273,0.24384260177612305,0.19232416152954102
0.21755266189575195,0.014009475708007812,0.169999361038208,0.03700518608093262
0.23199796676635742,0.014000177383422852,0.35916662216186523,0.25899171829223633
0.19099712371826172,0.04800868034362793,0.28825998306274414,0.3467714786529541
0.2650003433227539,0.06600236892700195,0.15804839134216309,0.04252767562866211
0.2860274314880371,0.08502745628356934,0.15666580200195312,0.046149492263793945
0.2521800994873047,0.10418295860290527,0.2531704902648926,0.07565808296203613
0.3165879249572754,0.12058830261230469,0.2716867923736572,0.10068655014038086
0.16150331497192383,0.012996912002563477,0.23574066162109375,0.10273933410644531
0.28299689292907715,0.15599727630615234,0.14425158500671387,0.03325605392456055
0.3688206672668457,0.17459440231323242,0.30613207817077637,0.13213253021240234
0.22199702262878418,0.08299827575683594,0.1889970302581787,0.046000003814697266
0.408449649810791,0.20932793617248535,0.2310023307800293,0.034015655517578125
0.21399855613708496,0.021009206771850586,0.24356937408447266,0.03557252883911133
0.18898844718933105,0.0387423038482666,0.17499732971191406,0.04699897766113281
0.2510030269622803,0.05700325965881348,0.1759662628173828,0.03399944305419922
0.2635211944580078,0.013002634048461914,0.15950655937194824,0.037507057189941406
0.14600086212158203,0.03099989891052246,0.19003725051879883,0.049036502838134766
0.302839994430542,0.09983968734741211,0.2430109977722168,0.07301092147827148
0.16900014877319336,0.015000104904174805,0.25503039360046387,0.09799885749816895
0.22100067138671875,0.015001773834228516,0.23278045654296875,0.09926986694335938
0.3430013656616211,0.15700244903564453,0.2350020408630371,0.1100001335144043
0.3640005588531494,0.1600019931793213,0.2662971019744873,0.13729429244995117
0.2665102481842041,0.011001825332641602,0.21667003631591797,0.03977060317993164
0.1905207633972168,0.014001131057739258,0.23854613304138184,0.03551650047302246
0.4005012512207031,0.206099271774292,0.30294156074523926,0.19094085693359375
0.2259979248046875,0.022998809814453125,0.2695128917694092,0.03600025177001953
0.2310011386871338,0.036000728607177734,0.3580913543701172,0.2200908660888672
0.26015496253967285,0.05715680122375488,0.1475367546081543,0.035523176193237305
0.1459977626800537,0.012999534606933594,0.14250779151916504,0.04999518394470215
0.28937840461730957,0.08699893951416016,0.23652291297912598,0.06252264976501465
0.29532384872436523,0.09790802001953125,0.219710111618042,0.0850992202758789
0.17351508140563965,0.012001276016235352,0.2794218063354492,0.1044001579284668
0.18930792808532715,0.025293827056884766,0.2951035499572754,0.12135624885559082
0.20751047134399414,0.050511837005615234,0.1610395908355713,0.03851509094238281
0.3681044578552246,0.17310571670532227,0.19022774696350098,0.06022763252258301
0.37813544273376465,0.18311524391174316,0.20999717712402344,0.07799792289733887
0.3903236389160156,0.19645047187805176,0.2207040786743164,0.10070323944091797
0.360257625579834,0.21199822425842285,0.2657661437988281,0.12276721000671387
0.22517037391662598,0.025003433227539062,0.31231045722961426,0.21831011772155762
0.2338552474975586,0.04185605049133301,0.19020605087280273,0.0670003890991211
0.20442938804626465,0.06592130661010742,0.24834275245666504,0.07783222198486328
0.2672302722930908,0.07123255729675293,0.19554972648620605,0.1015467643737793
0.2779970169067383,0.08499670028686523,0.25777697563171387,0.11577725410461426
0.19250917434692383,0.015007257461547852,0.26547789573669434,0.12547707557678223
0.31573033332824707,0.12070345878601074,0.31061363220214844,0.20461392402648926
0.26703810691833496,0.14203643798828125,0.4486215114593506,0.27962422370910645
0.2972424030303955,0.15823698043823242,0.25604701042175293,0.08304738998413086
0.2746715545654297,0.07802820205688477,0.37319421768188477,0.19919395446777344
0.1741013526916504,0.10010337829589844,0.2554600238800049,0.1384599208831787
0.35113048553466797,0.23057961463928223,0.34833431243896484,0.24033451080322266
0.22695469856262207,0.02695441246032715,0.17302560806274414,0.05199456214904785
0.1101994514465332,0.1101994514465332,0.19850707054138184,0.06550908088684082
0.21750688552856445,0.11050748825073242,0.2539999485015869,0.08099961280822754
0.06392788887023926,0.11948633193969727,0.2349541187286377,0.10195350646972656
0.17407584190368652,0.015035152435302734,0.23819231986999512,0.1236720085144043
0.30057597160339355,0.10657715797424316,0.21065998077392578,0.03251147270202637
0.21799826622009277,0.018998384475708008,0.227006196975708,0.03501176834106445
0.23502182960510254,0.013013362884521484,0.20319151878356934,0.0701899528503418
0.18884754180908203,0.05717778205871582,0.36960864067077637,0.19560766220092773
0.2634885311126709,0.014475345611572266,0.12301063537597656,0.045011281967163086
0.38062572479248047,0.18762516975402832,0.1721949577331543,0.03500223159790039
